t,pv,P_pv_kW
347,pv101,1584.3770277321378
347,pv102,1584.3770277321378
347,pv103,1584.3770277321378
347,pv104,1584.3770277321378
347,pv111,1584.3770277321378
347,pv112,1584.3770277321378
347,pv113,1584.3770277321378
347,pv114,1584.3770277321378
348,pv011,5338.7293412690115
348,pv012,5338.7293412690115
348,pv013,5338.7293412690115
348,pv014,5338.7293412690115
348,pv021,5338.7293412690115
348,pv022,5338.7293412690115
348,pv023,5338.7293412690115
348,pv024,5338.7293412690115
348,pv031,5338.7293412690115
348,pv032,5338.7293412690115
348,pv033,5338.7293412690115
348,pv034,5338.7293412690115
348,pv041,5338.7293412690115
348,pv042,5338.7293412690115
348,pv043,5338.7293412690115
348,pv044,5338.7293412690115
348,pv051,5338.7293412690115
348,pv052,5338.7293412690115
348,pv053,5338.7293412690115
348,pv054,5338.7293412690115
348,pv061,1601.6188023807033
348,pv062,1601.6188023807033
348,pv063,1601.6188023807033
348,pv064,1601.6188023807033
348,pv071,1601.6188023807033
348,pv072,1601.6188023807033
348,pv073,1601.6188023807033
348,pv074,1601.6188023807033
348,pv081,1601.6188023807033
348,pv082,1601.6188023807033
348,pv083,1601.6188023807033
348,pv084,1601.6188023807033
348,pv091,1601.6188023807033
348,pv092,1601.6188023807033
348,pv093,1601.6188023807033
348,pv094,1601.6188023807033
348,pv101,1601.6188023807033
348,pv102,1601.6188023807033
348,pv103,1601.6188023807033
348,pv104,1601.6188023807033
348,pv111,1601.6188023807033
348,pv112,1601.6188023807033
348,pv113,1601.6188023807033
348,pv114,1601.6188023807033
349,pv011,5383.430238417051
349,pv012,5383.430238417051
349,pv013,5383.430238417051
349,pv014,5383.430238417051
349,pv021,5383.430238417051
349,pv022,5383.430238417051
349,pv023,5383.430238417051
349,pv024,5383.430238417051
349,pv031,5383.430238417051
349,pv032,5383.430238417051
349,pv033,5383.430238417051
349,pv034,5383.430238417051
349,pv041,5383.430238417051
349,pv042,5383.430238417051
349,pv043,5383.430238417051
349,pv044,5383.430238417051
349,pv051,5383.430238417051
349,pv052,5383.430238417051
349,pv053,5383.430238417051
349,pv054,5383.430238417051
349,pv061,1615.0290715251156
349,pv062,1615.0290715251156
349,pv063,1615.0290715251156
349,pv064,1615.0290715251156
349,pv071,1615.0290715251156
349,pv072,1615.0290715251156
349,pv073,1615.0290715251156
349,pv074,1615.0290715251156
349,pv081,1615.0290715251156
349,pv082,1615.0290715251156
349,pv083,1615.0290715251156
349,pv084,1615.0290715251156
349,pv091,1615.0290715251156
349,pv092,1615.0290715251156
349,pv093,1615.0290715251156
349,pv094,1615.0290715251156
349,pv101,1615.0290715251156
349,pv102,1615.0290715251156
349,pv103,1615.0290715251156
349,pv104,1615.0290715251156
349,pv111,1615.0290715251156
349,pv112,1615.0290715251156
349,pv113,1615.0290715251156
349,pv114,1615.0290715251156
350,pv011,5408.973608167052
350,pv012,5408.973608167052
350,pv013,5408.973608167052
350,pv014,5408.973608167052
350,pv021,5408.973608167052
350,pv022,5408.973608167052
350,pv023,5408.973608167052
350,pv024,5408.973608167052
350,pv031,5408.973608167052
350,pv032,5408.973608167052
350,pv033,5408.973608167052
350,pv034,5408.973608167052
350,pv041,5408.973608167052
350,pv042,5408.973608167052
350,pv043,5408.973608167052
350,pv044,5408.973608167052
350,pv051,5408.973608167052
350,pv052,5408.973608167052
350,pv053,5408.973608167052
350,pv054,5408.973608167052
350,pv061,1622.6920824501155
350,pv062,1622.6920824501155
350,pv063,1622.6920824501155
350,pv064,1622.6920824501155
350,pv071,1622.6920824501155
350,pv072,1622.6920824501155
350,pv073,1622.6920824501155
350,pv074,1622.6920824501155
350,pv081,1622.6920824501155
350,pv082,1622.6920824501155
350,pv083,1622.6920824501155
350,pv084,1622.6920824501155
350,pv091,1622.6920824501155
350,pv092,1622.6920824501155
350,pv093,1622.6920824501155
350,pv094,1622.6920824501155
350,pv101,1622.6920824501155
350,pv102,1622.6920824501155
350,pv103,1622.6920824501155
350,pv104,1622.6920824501155
350,pv111,1622.6920824501155
350,pv112,1622.6920824501155
350,pv113,1622.6920824501155
350,pv114,1622.6920824501155
351,pv011,5390.21662978257
351,pv012,5390.21662978257
351,pv013,5390.21662978257
351,pv014,5390.21662978257
351,pv021,5390.21662978257
351,pv022,5390.21662978257
351,pv023,5390.21662978257
351,pv024,5390.21662978257
351,pv031,5390.21662978257
351,pv032,5390.21662978257
351,pv033,5390.21662978257
351,pv034,5390.21662978257
351,pv041,5390.21662978257
351,pv042,5390.21662978257
351,pv043,5390.21662978257
351,pv044,5390.21662978257
351,pv051,5390.21662978257
351,pv052,5390.21662978257
351,pv053,5390.21662978257
351,pv054,5390.21662978257
351,pv061,1617.064988934771
351,pv062,1617.064988934771
351,pv063,1617.064988934771
351,pv064,1617.064988934771
351,pv071,1617.064988934771
351,pv072,1617.064988934771
351,pv073,1617.064988934771
351,pv074,1617.064988934771
351,pv081,1617.064988934771
351,pv082,1617.064988934771
351,pv083,1617.064988934771
351,pv084,1617.064988934771
351,pv091,1617.064988934771
351,pv092,1617.064988934771
351,pv093,1617.064988934771
351,pv094,1617.064988934771
351,pv101,1617.064988934771
351,pv102,1617.064988934771
351,pv103,1617.064988934771
351,pv104,1617.064988934771
351,pv111,1617.064988934771
351,pv112,1617.064988934771
351,pv113,1617.064988934771
351,pv114,1617.064988934771
352,pv011,5371.06364008668
352,pv012,5371.06364008668
352,pv013,5371.06364008668
352,pv014,5371.06364008668
352,pv021,5371.06364008668
352,pv022,5371.06364008668
352,pv023,5371.06364008668
352,pv024,5371.06364008668
352,pv031,5371.06364008668
352,pv032,5371.06364008668
352,pv033,5371.06364008668
352,pv034,5371.06364008668
352,pv041,5371.06364008668
352,pv042,5371.06364008668
352,pv043,5371.06364008668
352,pv044,5371.06364008668
352,pv051,5371.06364008668
352,pv052,5371.06364008668
352,pv053,5371.06364008668
352,pv054,5371.06364008668
352,pv061,1611.319092026004
352,pv062,1611.319092026004
352,pv063,1611.319092026004
352,pv064,1611.319092026004
352,pv071,1611.319092026004
352,pv072,1611.319092026004
352,pv073,1611.319092026004
352,pv074,1611.319092026004
352,pv081,1611.319092026004
352,pv082,1611.319092026004
352,pv083,1611.319092026004
352,pv084,1611.319092026004
352,pv091,1611.319092026004
352,pv092,1611.319092026004
352,pv093,1611.319092026004
352,pv094,1611.319092026004
352,pv101,1611.319092026004
352,pv102,1611.319092026004
352,pv103,1611.319092026004
352,pv104,1611.319092026004
352,pv111,1611.319092026004
352,pv112,1611.319092026004
352,pv113,1611.319092026004
352,pv114,1611.319092026004
353,pv011,5332.7486021431
353,pv012,5332.7486021431
353,pv013,5332.7486021431
353,pv014,5332.7486021431
353,pv021,5332.7486021431
353,pv022,5332.7486021431
353,pv023,5332.7486021431
353,pv024,5332.7486021431
353,pv031,5332.7486021431
353,pv032,5332.7486021431
353,pv033,5332.7486021431
353,pv034,5332.7486021431
353,pv041,5332.7486021431
353,pv042,5332.7486021431
353,pv043,5332.7486021431
353,pv044,5332.7486021431
353,pv051,5332.7486021431
353,pv052,5332.7486021431
353,pv053,5332.7486021431
353,pv054,5332.7486021431
353,pv061,1599.82458064293
353,pv062,1599.82458064293
353,pv063,1599.82458064293
353,pv064,1599.82458064293
353,pv071,1599.82458064293
353,pv072,1599.82458064293
353,pv073,1599.82458064293
353,pv074,1599.82458064293
353,pv081,1599.82458064293
353,pv082,1599.82458064293
353,pv083,1599.82458064293
353,pv084,1599.82458064293
353,pv091,1599.82458064293
353,pv092,1599.82458064293
353,pv093,1599.82458064293
353,pv094,1599.82458064293
353,pv101,1599.82458064293
353,pv102,1599.82458064293
353,pv103,1599.82458064293
353,pv104,1599.82458064293
353,pv111,1599.82458064293
353,pv112,1599.82458064293
353,pv113,1599.82458064293
353,pv114,1599.82458064293
354,pv011,5294.433546859941
354,pv012,5294.433546859941
354,pv013,5294.433546859941
354,pv014,5294.433546859941
354,pv021,5294.433546859941
354,pv022,5294.433546859941
354,pv023,5294.433546859941
354,pv024,5294.433546859941
354,pv031,5294.433546859941
354,pv032,5294.433546859941
354,pv033,5294.433546859941
354,pv034,5294.433546859941
354,pv041,5294.433546859941
354,pv042,5294.433546859941
354,pv043,5294.433546859941
354,pv044,5294.433546859941
354,pv051,5294.433546859941
354,pv052,5294.433546859941
354,pv053,5294.433546859941
354,pv054,5294.433546859941
354,pv061,1588.3300640579826
354,pv062,1588.3300640579826
354,pv063,1588.3300640579826
354,pv064,1588.3300640579826
354,pv071,1588.3300640579826
354,pv072,1588.3300640579826
354,pv073,1588.3300640579826
354,pv074,1588.3300640579826
354,pv081,1588.3300640579826
354,pv082,1588.3300640579826
354,pv083,1588.3300640579826
354,pv084,1588.3300640579826
354,pv091,1588.3300640579826
354,pv092,1588.3300640579826
354,pv093,1588.3300640579826
354,pv094,1588.3300640579826
354,pv101,1588.3300640579826
354,pv102,1588.3300640579826
354,pv103,1588.3300640579826
354,pv104,1588.3300640579826
354,pv111,1588.3300640579826
354,pv112,1588.3300640579826
354,pv113,1588.3300640579826
354,pv114,1588.3300640579826
355,pv011,5307.205232167842
355,pv012,5307.205232167842
355,pv013,5307.205232167842
355,pv014,5307.205232167842
355,pv021,5307.205232167842
355,pv022,5307.205232167842
355,pv023,5307.205232167842
355,pv024,5307.205232167842
355,pv031,5307.205232167842
355,pv032,5307.205232167842
355,pv033,5307.205232167842
355,pv034,5307.205232167842
355,pv041,5307.205232167842
355,pv042,5307.205232167842
355,pv043,5307.205232167842
355,pv044,5307.205232167842
355,pv051,5307.205232167842
355,pv052,5307.205232167842
355,pv053,5307.205232167842
355,pv054,5307.205232167842
355,pv061,1592.1615696503527
355,pv062,1592.1615696503527
355,pv063,1592.1615696503527
355,pv064,1592.1615696503527
355,pv071,1592.1615696503527
355,pv072,1592.1615696503527
355,pv073,1592.1615696503527
355,pv074,1592.1615696503527
355,pv081,1592.1615696503527
355,pv082,1592.1615696503527
355,pv083,1592.1615696503527
355,pv084,1592.1615696503527
355,pv091,1592.1615696503527
355,pv092,1592.1615696503527
355,pv093,1592.1615696503527
355,pv094,1592.1615696503527
355,pv101,1592.1615696503527
355,pv102,1592.1615696503527
355,pv103,1592.1615696503527
355,pv104,1592.1615696503527
355,pv111,1592.1615696503527
355,pv112,1592.1615696503527
355,pv113,1592.1615696503527
355,pv114,1592.1615696503527
356,pv011,5291.632038904246
356,pv012,5291.632038904246
356,pv013,5291.632038904246
356,pv014,5291.632038904246
356,pv021,5291.632038904246
356,pv022,5291.632038904246
356,pv023,5291.632038904246
356,pv024,5291.632038904246
356,pv031,5291.632038904246
356,pv032,5291.632038904246
356,pv033,5291.632038904246
356,pv034,5291.632038904246
356,pv041,5291.632038904246
356,pv042,5291.632038904246
356,pv043,5291.632038904246
356,pv044,5291.632038904246
356,pv051,5291.632038904246
356,pv052,5291.632038904246
356,pv053,5291.632038904246
356,pv054,5291.632038904246
356,pv061,1587.489611671274
356,pv062,1587.489611671274
356,pv063,1587.489611671274
356,pv064,1587.489611671274
356,pv071,1587.489611671274
356,pv072,1587.489611671274
356,pv073,1587.489611671274
356,pv074,1587.489611671274
356,pv081,1587.489611671274
356,pv082,1587.489611671274
356,pv083,1587.489611671274
356,pv084,1587.489611671274
356,pv091,1587.489611671274
356,pv092,1587.489611671274
356,pv093,1587.489611671274
356,pv094,1587.489611671274
356,pv101,1587.489611671274
356,pv102,1587.489611671274
356,pv103,1587.489611671274
356,pv104,1587.489611671274
356,pv111,1587.489611671274
356,pv112,1587.489611671274
356,pv113,1587.489611671274
356,pv114,1587.489611671274
357,pv011,5317.169400067555
357,pv012,5317.169400067555
357,pv013,5317.169400067555
357,pv014,5317.169400067555
357,pv021,5317.169400067555
357,pv022,5317.169400067555
357,pv023,5317.169400067555
357,pv024,5317.169400067555
357,pv031,5317.169400067555
357,pv032,5317.169400067555
357,pv033,5317.169400067555
357,pv034,5317.169400067555
357,pv041,5317.169400067555
357,pv042,5317.169400067555
357,pv043,5317.169400067555
357,pv044,5317.169400067555
357,pv051,5317.169400067555
357,pv052,5317.169400067555
357,pv053,5317.169400067555
357,pv054,5317.169400067555
357,pv061,1595.1508200202668
357,pv062,1595.1508200202668
357,pv063,1595.1508200202668
357,pv064,1595.1508200202668
357,pv071,1595.1508200202668
357,pv072,1595.1508200202668
357,pv073,1595.1508200202668
357,pv074,1595.1508200202668
357,pv081,1595.1508200202668
357,pv082,1595.1508200202668
357,pv083,1595.1508200202668
357,pv084,1595.1508200202668
357,pv091,1595.1508200202668
357,pv092,1595.1508200202668
357,pv093,1595.1508200202668
357,pv094,1595.1508200202668
357,pv101,1595.1508200202668
357,pv102,1595.1508200202668
357,pv103,1595.1508200202668
357,pv104,1595.1508200202668
357,pv111,1595.1508200202668
357,pv112,1595.1508200202668
357,pv113,1595.1508200202668
357,pv114,1595.1508200202668
358,pv011,5419.342854308923
358,pv012,5419.342854308923
358,pv013,5419.342854308923
358,pv014,5419.342854308923
358,pv021,5419.342854308923
358,pv022,5419.342854308923
358,pv023,5419.342854308923
358,pv024,5419.342854308923
358,pv031,5419.342854308923
358,pv032,5419.342854308923
358,pv033,5419.342854308923
358,pv034,5419.342854308923
358,pv041,5419.342854308923
358,pv042,5419.342854308923
358,pv043,5419.342854308923
358,pv044,5419.342854308923
358,pv051,5419.342854308923
358,pv052,5419.342854308923
358,pv053,5419.342854308923
358,pv054,5419.342854308923
358,pv061,1625.802856292677
358,pv062,1625.802856292677
358,pv063,1625.802856292677
358,pv064,1625.802856292677
358,pv071,1625.802856292677
358,pv072,1625.802856292677
358,pv073,1625.802856292677
358,pv074,1625.802856292677
358,pv081,1625.802856292677
358,pv082,1625.802856292677
358,pv083,1625.802856292677
358,pv084,1625.802856292677
358,pv091,1625.802856292677
358,pv092,1625.802856292677
358,pv093,1625.802856292677
358,pv094,1625.802856292677
358,pv101,1625.802856292677
358,pv102,1625.802856292677
358,pv103,1625.802856292677
358,pv104,1625.802856292677
358,pv111,1625.802856292677
358,pv112,1625.802856292677
358,pv113,1625.802856292677
358,pv114,1625.802856292677
359,pv011,5393.799483650353
359,pv012,5393.799483650353
359,pv013,5393.799483650353
359,pv014,5393.799483650353
359,pv021,5393.799483650353
359,pv022,5393.799483650353
359,pv023,5393.799483650353
359,pv024,5393.799483650353
359,pv031,5393.799483650353
359,pv032,5393.799483650353
359,pv033,5393.799483650353
359,pv034,5393.799483650353
359,pv041,5393.799483650353
359,pv042,5393.799483650353
359,pv043,5393.799483650353
359,pv044,5393.799483650353
359,pv051,5393.799483650353
359,pv052,5393.799483650353
359,pv053,5393.799483650353
359,pv054,5393.799483650353
359,pv061,1618.139845095106
359,pv062,1618.139845095106
359,pv063,1618.139845095106
359,pv064,1618.139845095106
359,pv071,1618.139845095106
359,pv072,1618.139845095106
359,pv073,1618.139845095106
359,pv074,1618.139845095106
359,pv081,1618.139845095106
359,pv082,1618.139845095106
359,pv083,1618.139845095106
359,pv084,1618.139845095106
359,pv091,1618.139845095106
359,pv092,1618.139845095106
359,pv093,1618.139845095106
359,pv094,1618.139845095106
359,pv101,1618.139845095106
359,pv102,1618.139845095106
359,pv103,1618.139845095106
359,pv104,1618.139845095106
359,pv111,1618.139845095106
359,pv112,1618.139845095106
359,pv113,1618.139845095106
359,pv114,1618.139845095106
360,pv011,5272.4684768116695
360,pv012,5272.4684768116695
360,pv013,5272.4684768116695
360,pv014,5272.4684768116695
360,pv021,5272.4684768116695
360,pv022,5272.4684768116695
360,pv023,5272.4684768116695
360,pv024,5272.4684768116695
360,pv031,5272.4684768116695
360,pv032,5272.4684768116695
360,pv033,5272.4684768116695
360,pv034,5272.4684768116695
360,pv041,5272.4684768116695
360,pv042,5272.4684768116695
360,pv043,5272.4684768116695
360,pv044,5272.4684768116695
360,pv051,5272.4684768116695
360,pv052,5272.4684768116695
360,pv053,5272.4684768116695
360,pv054,5272.4684768116695
360,pv061,1581.740543043501
360,pv062,1581.740543043501
360,pv063,1581.740543043501
360,pv064,1581.740543043501
360,pv071,1581.740543043501
360,pv072,1581.740543043501
360,pv073,1581.740543043501
360,pv074,1581.740543043501
360,pv081,1581.740543043501
360,pv082,1581.740543043501
360,pv083,1581.740543043501
360,pv084,1581.740543043501
360,pv091,1581.740543043501
360,pv092,1581.740543043501
360,pv093,1581.740543043501
360,pv094,1581.740543043501
360,pv101,1581.740543043501
360,pv102,1581.740543043501
360,pv103,1581.740543043501
360,pv104,1581.740543043501
360,pv111,1581.740543043501
360,pv112,1581.740543043501
360,pv113,1581.740543043501
360,pv114,1581.740543043501
361,pv011,5195.838367252606
361,pv012,5195.838367252606
361,pv013,5195.838367252606
361,pv014,5195.838367252606
361,pv021,5195.838367252606
361,pv022,5195.838367252606
361,pv023,5195.838367252606
361,pv024,5195.838367252606
361,pv031,5195.838367252606
361,pv032,5195.838367252606
361,pv033,5195.838367252606
361,pv034,5195.838367252606
361,pv041,5195.838367252606
361,pv042,5195.838367252606
361,pv043,5195.838367252606
361,pv044,5195.838367252606
361,pv051,5195.838367252606
361,pv052,5195.838367252606
361,pv053,5195.838367252606
361,pv054,5195.838367252606
361,pv061,1558.751510175782
361,pv062,1558.751510175782
361,pv063,1558.751510175782
361,pv064,1558.751510175782
361,pv071,1558.751510175782
361,pv072,1558.751510175782
361,pv073,1558.751510175782
361,pv074,1558.751510175782
361,pv081,1558.751510175782
361,pv082,1558.751510175782
361,pv083,1558.751510175782
361,pv084,1558.751510175782
361,pv091,1558.751510175782
361,pv092,1558.751510175782
361,pv093,1558.751510175782
361,pv094,1558.751510175782
361,pv101,1558.751510175782
361,pv102,1558.751510175782
361,pv103,1558.751510175782
361,pv104,1558.751510175782
361,pv111,1558.751510175782
361,pv112,1558.751510175782
361,pv113,1558.751510175782
361,pv114,1558.751510175782
362,pv011,5093.664887767302
362,pv012,5093.664887767302
362,pv013,5093.664887767302
362,pv014,5093.664887767302
362,pv021,5093.664887767302
362,pv022,5093.664887767302
362,pv023,5093.664887767302
362,pv024,5093.664887767302
362,pv031,5093.664887767302
362,pv032,5093.664887767302
362,pv033,5093.664887767302
362,pv034,5093.664887767302
362,pv041,5093.664887767302
362,pv042,5093.664887767302
362,pv043,5093.664887767302
362,pv044,5093.664887767302
362,pv051,5093.664887767302
362,pv052,5093.664887767302
362,pv053,5093.664887767302
362,pv054,5093.664887767302
362,pv061,1528.0994663301906
362,pv062,1528.0994663301906
362,pv063,1528.0994663301906
362,pv064,1528.0994663301906
362,pv071,1528.0994663301906
362,pv072,1528.0994663301906
362,pv073,1528.0994663301906
362,pv074,1528.0994663301906
362,pv081,1528.0994663301906
362,pv082,1528.0994663301906
362,pv083,1528.0994663301906
362,pv084,1528.0994663301906
362,pv091,1528.0994663301906
362,pv092,1528.0994663301906
362,pv093,1528.0994663301906
362,pv094,1528.0994663301906
362,pv101,1528.0994663301906
362,pv102,1528.0994663301906
362,pv103,1528.0994663301906
362,pv104,1528.0994663301906
362,pv111,1528.0994663301906
362,pv112,1528.0994663301906
362,pv113,1528.0994663301906
362,pv114,1528.0994663301906
363,pv011,4963.898911727769
363,pv012,4963.898911727769
363,pv013,4963.898911727769
363,pv014,4963.898911727769
363,pv021,4963.898911727769
363,pv022,4963.898911727769
363,pv023,4963.898911727769
363,pv024,4963.898911727769
363,pv031,4963.898911727769
363,pv032,4963.898911727769
363,pv033,4963.898911727769
363,pv034,4963.898911727769
363,pv041,4963.898911727769
363,pv042,4963.898911727769
363,pv043,4963.898911727769
363,pv044,4963.898911727769
363,pv051,4963.898911727769
363,pv052,4963.898911727769
363,pv053,4963.898911727769
363,pv054,4963.898911727769
363,pv061,1489.1696735183307
363,pv062,1489.1696735183307
363,pv063,1489.1696735183307
363,pv064,1489.1696735183307
363,pv071,1489.1696735183307
363,pv072,1489.1696735183307
363,pv073,1489.1696735183307
363,pv074,1489.1696735183307
363,pv081,1489.1696735183307
363,pv082,1489.1696735183307
363,pv083,1489.1696735183307
363,pv084,1489.1696735183307
363,pv091,1489.1696735183307
363,pv092,1489.1696735183307
363,pv093,1489.1696735183307
363,pv094,1489.1696735183307
363,pv101,1489.1696735183307
363,pv102,1489.1696735183307
363,pv103,1489.1696735183307
363,pv104,1489.1696735183307
363,pv111,1489.1696735183307
363,pv112,1489.1696735183307
363,pv113,1489.1696735183307
363,pv114,1489.1696735183307
364,pv011,5027.752283548765
364,pv012,5027.752283548765
364,pv013,5027.752283548765
364,pv014,5027.752283548765
364,pv021,5027.752283548765
364,pv022,5027.752283548765
364,pv023,5027.752283548765
364,pv024,5027.752283548765
364,pv031,5027.752283548765
364,pv032,5027.752283548765
364,pv033,5027.752283548765
364,pv034,5027.752283548765
364,pv041,5027.752283548765
364,pv042,5027.752283548765
364,pv043,5027.752283548765
364,pv044,5027.752283548765
364,pv051,5027.752283548765
364,pv052,5027.752283548765
364,pv053,5027.752283548765
364,pv054,5027.752283548765
364,pv061,1508.3256850646296
364,pv062,1508.3256850646296
364,pv063,1508.3256850646296
364,pv064,1508.3256850646296
364,pv071,1508.3256850646296
364,pv072,1508.3256850646296
364,pv073,1508.3256850646296
364,pv074,1508.3256850646296
364,pv081,1508.3256850646296
364,pv082,1508.3256850646296
364,pv083,1508.3256850646296
364,pv084,1508.3256850646296
364,pv091,1508.3256850646296
364,pv092,1508.3256850646296
364,pv093,1508.3256850646296
364,pv094,1508.3256850646296
364,pv101,1508.3256850646296
364,pv102,1508.3256850646296
364,pv103,1508.3256850646296
364,pv104,1508.3256850646296
364,pv111,1508.3256850646296
364,pv112,1508.3256850646296
364,pv113,1508.3256850646296
364,pv114,1508.3256850646296
365,pv011,4925.578780419805
365,pv012,4925.578780419805
365,pv013,4925.578780419805
365,pv014,4925.578780419805
365,pv021,4925.578780419805
365,pv022,4925.578780419805
365,pv023,4925.578780419805
365,pv024,4925.578780419805
365,pv031,4925.578780419805
365,pv032,4925.578780419805
365,pv033,4925.578780419805
365,pv034,4925.578780419805
365,pv041,4925.578780419805
365,pv042,4925.578780419805
365,pv043,4925.578780419805
365,pv044,4925.578780419805
365,pv051,4925.578780419805
365,pv052,4925.578780419805
365,pv053,4925.578780419805
365,pv054,4925.578780419805
365,pv061,1477.6736341259416
365,pv062,1477.6736341259416
365,pv063,1477.6736341259416
365,pv064,1477.6736341259416
365,pv071,1477.6736341259416
365,pv072,1477.6736341259416
365,pv073,1477.6736341259416
365,pv074,1477.6736341259416
365,pv081,1477.6736341259416
365,pv082,1477.6736341259416
365,pv083,1477.6736341259416
365,pv084,1477.6736341259416
365,pv091,1477.6736341259416
365,pv092,1477.6736341259416
365,pv093,1477.6736341259416
365,pv094,1477.6736341259416
365,pv101,1477.6736341259416
365,pv102,1477.6736341259416
365,pv103,1477.6736341259416
365,pv104,1477.6736341259416
365,pv111,1477.6736341259416
365,pv112,1477.6736341259416
365,pv113,1477.6736341259416
365,pv114,1477.6736341259416
366,pv011,4797.861930968849
366,pv012,4797.861930968849
366,pv013,4797.861930968849
366,pv014,4797.861930968849
366,pv021,4797.861930968849
366,pv022,4797.861930968849
366,pv023,4797.861930968849
366,pv024,4797.861930968849
366,pv031,4797.861930968849
366,pv032,4797.861930968849
366,pv033,4797.861930968849
366,pv034,4797.861930968849
366,pv041,4797.861930968849
366,pv042,4797.861930968849
366,pv043,4797.861930968849
366,pv044,4797.861930968849
366,pv051,4797.861930968849
366,pv052,4797.861930968849
366,pv053,4797.861930968849
366,pv054,4797.861930968849
366,pv061,1439.358579290655
366,pv062,1439.358579290655
366,pv063,1439.358579290655
366,pv064,1439.358579290655
366,pv071,1439.358579290655
366,pv072,1439.358579290655
366,pv073,1439.358579290655
366,pv074,1439.358579290655
366,pv081,1439.358579290655
366,pv082,1439.358579290655
366,pv083,1439.358579290655
366,pv084,1439.358579290655
366,pv091,1439.358579290655
366,pv092,1439.358579290655
366,pv093,1439.358579290655
366,pv094,1439.358579290655
366,pv101,1439.358579290655
366,pv102,1439.358579290655
366,pv103,1439.358579290655
366,pv104,1439.358579290655
366,pv111,1439.358579290655
366,pv112,1439.358579290655
366,pv113,1439.358579290655
366,pv114,1439.358579290655
367,pv011,4663.7592392910665
367,pv012,4663.7592392910665
367,pv013,4663.7592392910665
367,pv014,4663.7592392910665
367,pv021,4663.7592392910665
367,pv022,4663.7592392910665
367,pv023,4663.7592392910665
367,pv024,4663.7592392910665
367,pv031,4663.7592392910665
367,pv032,4663.7592392910665
367,pv033,4663.7592392910665
367,pv034,4663.7592392910665
367,pv041,4663.7592392910665
367,pv042,4663.7592392910665
367,pv043,4663.7592392910665
367,pv044,4663.7592392910665
367,pv051,4663.7592392910665
367,pv052,4663.7592392910665
367,pv053,4663.7592392910665
367,pv054,4663.7592392910665
367,pv061,1399.12777178732
367,pv062,1399.12777178732
367,pv063,1399.12777178732
367,pv064,1399.12777178732
367,pv071,1399.12777178732
367,pv072,1399.12777178732
367,pv073,1399.12777178732
367,pv074,1399.12777178732
367,pv081,1399.12777178732
367,pv082,1399.12777178732
367,pv083,1399.12777178732
367,pv084,1399.12777178732
367,pv091,1399.12777178732
367,pv092,1399.12777178732
367,pv093,1399.12777178732
367,pv094,1399.12777178732
367,pv101,1399.12777178732
367,pv102,1399.12777178732
367,pv103,1399.12777178732
367,pv104,1399.12777178732
367,pv111,1399.12777178732
367,pv112,1399.12777178732
367,pv113,1399.12777178732
367,pv114,1399.12777178732
368,pv011,4528.056885661732
368,pv012,4528.056885661732
368,pv013,4528.056885661732
368,pv014,4528.056885661732
368,pv021,4528.056885661732
368,pv022,4528.056885661732
368,pv023,4528.056885661732
368,pv024,4528.056885661732
368,pv031,4528.056885661732
368,pv032,4528.056885661732
368,pv033,4528.056885661732
368,pv034,4528.056885661732
368,pv041,4528.056885661732
368,pv042,4528.056885661732
368,pv043,4528.056885661732
368,pv044,4528.056885661732
368,pv051,4528.056885661732
368,pv052,4528.056885661732
368,pv053,4528.056885661732
368,pv054,4528.056885661732
368,pv061,1358.4170656985195
368,pv062,1358.4170656985195
368,pv063,1358.4170656985195
368,pv064,1358.4170656985195
368,pv071,1358.4170656985195
368,pv072,1358.4170656985195
368,pv073,1358.4170656985195
368,pv074,1358.4170656985195
368,pv081,1358.4170656985195
368,pv082,1358.4170656985195
368,pv083,1358.4170656985195
368,pv084,1358.4170656985195
368,pv091,1358.4170656985195
368,pv092,1358.4170656985195
368,pv093,1358.4170656985195
368,pv094,1358.4170656985195
368,pv101,1358.4170656985195
368,pv102,1358.4170656985195
368,pv103,1358.4170656985195
368,pv104,1358.4170656985195
368,pv111,1358.4170656985195
368,pv112,1358.4170656985195
368,pv113,1358.4170656985195
368,pv114,1358.4170656985195
369,pv011,4470.580478074129
369,pv012,4470.580478074129
369,pv013,4470.580478074129
369,pv014,4470.580478074129
369,pv021,4470.580478074129
369,pv022,4470.580478074129
369,pv023,4470.580478074129
369,pv024,4470.580478074129
369,pv031,4470.580478074129
369,pv032,4470.580478074129
369,pv033,4470.580478074129
369,pv034,4470.580478074129
369,pv041,4470.580478074129
369,pv042,4470.580478074129
369,pv043,4470.580478074129
369,pv044,4470.580478074129
369,pv051,4470.580478074129
369,pv052,4470.580478074129
369,pv053,4470.580478074129
369,pv054,4470.580478074129
369,pv061,1341.1741434222388
369,pv062,1341.1741434222388
369,pv063,1341.1741434222388
369,pv064,1341.1741434222388
369,pv071,1341.1741434222388
369,pv072,1341.1741434222388
369,pv073,1341.1741434222388
369,pv074,1341.1741434222388
369,pv081,1341.1741434222388
369,pv082,1341.1741434222388
369,pv083,1341.1741434222388
369,pv084,1341.1741434222388
369,pv091,1341.1741434222388
369,pv092,1341.1741434222388
369,pv093,1341.1741434222388
369,pv094,1341.1741434222388
369,pv101,1341.1741434222388
369,pv102,1341.1741434222388
369,pv103,1341.1741434222388
369,pv104,1341.1741434222388
369,pv111,1341.1741434222388
